"CASE_KEY","ACTIVITY_EN","EVENTTIME","SORTING"
"15346591","Goods delivered",2018-03-21 00:00:00,60
"15346592","Start production",2018-01-09 00:00:00,30
"15346592","Order received",2018-02-07 00:00:00,0
"15346592","Change price",2018-02-08 11:29:23,80
"15346592","Check Credit Score",2018-02-08 11:48:50,19
"15346592","Change production start date",2018-02-08 11:48:50,90
"15346592","Confirm sale",2018-02-15 10:51:09,10
"15346592","Finished production",2018-03-16 00:00:00,40
"15346592","Load shipment",2018-03-16 00:00:00,50
"15346592","Goods delivered",2018-03-21 00:00:00,60
"15346593","Order received",2018-02-07 00:00:00,0
"15346593","Change delivery date",2018-02-08 11:32:21,100
"15346593","Change production start date",2018-02-08 11:40:06,90
"15346593","Check Credit Score",2018-02-08 11:48:51,19
"15346593","Confirm sale",2018-02-15 10:51:09,10
"15346593","Start production",2018-02-26 00:00:00,30
"15346593","Change quantity",2018-05-03 00:29:32,170
"15346593","Finished production",2018-05-11 00:00:00,40
"15346593","Load shipment",2018-05-14 00:00:00,50
"15346593","Goods delivered",2018-05-15 22:08:51,60
"15346593","Change quantity",2018-05-15 22:08:51,170
"15346594","Order received",2018-02-07 00:00:00,0
"15346594","Change price",2018-02-08 11:34:29,80
"15346594","Change delivery date",2018-02-08 11:34:51,100
"15346594","Change production start date",2018-02-08 11:40:06,90
"15346594","Check Credit Score",2018-02-08 11:48:51,19
"15346594","Confirm sale",2018-02-15 10:51:10,10
"15346594","Start production",2018-02-26 00:00:00,30
"15346594","Load shipment",2018-06-28 00:00:00,50
"15346594","Finished production",2018-06-29 00:00:00,40
"15346594","Goods delivered",2018-07-03 00:00:00,60
"15346191","Start production",2018-02-05 00:00:00,30
"15346191","Order received",2018-02-08 11:41:11,0
"15346191","Change production start date",2018-02-08 11:41:11,90
"15346191","Change price",2018-02-08 11:41:20,80
"15346191","Check Credit Score",2018-02-08 11:42:13,19
"15346191","Confirm sale",2018-02-09 10:00:44,10
"15346191","Finished production",2018-02-20 00:00:00,40
"15346191","Load shipment",2018-02-21 19:08:19,50
"15346191","Goods delivered",2018-02-22 00:00:00,60
"15346691","Start production",2017-09-06 00:00:00,30
"15346691","Order received",2018-02-08 11:42:43,0
"15346691","Change production start date",2018-02-08 11:42:43,90
"15346691","Check Credit Score",2018-02-08 11:43:05,19
"15346691","Change price",2018-02-09 09:59:49,80
"15346691","Confirm sale",2018-02-09 10:00:50,10
"15346691","Change price",2018-02-15 08:54:49,80
"15346691","Change quantity",2018-02-15 08:54:49,170
"15346691","Finished production",2018-03-02 00:00:00,40
"15346691","Load shipment",2018-03-05 13:05:14,50
"15346691","Goods delivered",2018-03-06 00:00:00,60
"15346791","Start production",2018-01-29 00:00:00,30
"15346791","Order received",2018-02-07 00:00:00,0
"15346791","Credit order block",2018-02-08 11:46:52,20
"15346791","Change price",2018-02-08 11:46:52,80
"15346791","Change production start date",2018-02-08 11:51:35,90
"15346791","Check Credit Score",2018-02-08 11:51:36,19
"15346791","Change production start date",2018-02-13 10:43:56,90
"15346791","Change delivery date",2018-02-13 10:43:56,100
"15346791","Confirm sale",2018-02-13 10:46:26,10
"15346791","Change quantity",2018-04-05 08:35:53,170
"15346791","Finished production",2018-04-06 00:00:00,40
"15346791","Load shipment",2018-04-10 00:00:00,50
"15346791","Goods delivered",2018-04-12 00:00:00,60
"15346791","Change quantity",2018-04-13 13:02:46,170
"15346792","Order received",2018-02-07 00:00:00,0
"15346792","Change price",2018-02-08 11:47:33,80
"15346792","Change delivery date",2018-02-08 11:47:48,100
"15346792","Change production start date",2018-02-08 11:51:36,90
"15346792","Check Credit Score",2018-02-08 11:52:20,19
"15346792","Change production start date",2018-02-13 10:44:05,90
"15346792","Change delivery date",2018-02-13 10:44:05,100
"15346792","Confirm sale",2018-02-13 10:46:27,10
"15346792","Change delivery date",2018-04-17 14:16:38,100
"15346792","Change production start date",2018-07-03 09:15:28,90
"15346792","Change delivery date",2018-07-03 09:15:28,100
"15346792","Change delivery date",2018-09-12 13:40:50,100
"15346792","Finished production",2018-09-14 00:00:00,40
"15346792","Start production",2018-09-18 00:00:00,30
"15346792","Change quantity",2018-09-19 13:48:55,170
"15346792","Change delivery date",2018-09-19 13:49:10,100
"15346792","Load shipment",2018-09-26 00:00:00,50
"15346792","Goods delivered",2018-09-28 00:00:00,60
"15346793","Order received",2018-02-07 00:00:00,0
"15346793","Change price",2018-02-08 11:48:22,80
"15346793","Change delivery date",2018-02-08 11:48:56,100
"15346793","Change production start date",2018-02-08 11:51:37,90
"15346793","Check Credit Score",2018-02-08 11:52:20,19
"15346793","Change delivery date",2018-02-13 10:44:07,100
"15346793","Change production start date",2018-02-13 10:44:08,90
"15346793","Confirm sale",2018-02-13 10:46:27,10
"15346793","Change delivery date",2018-04-17 14:51:20,100
"15346793","Start production",2018-05-24 00:00:00,30
"15346793","Change quantity",2018-05-31 07:17:38,170
"15346793","Load shipment",2018-06-07 15:36:22,50
"15346793","Change quantity",2018-06-07 15:36:22,170
"15346793","Finished production",2018-06-08 00:00:00,40
"15346793","Goods delivered",2018-06-14 00:00:00,60
"15346391","Start production",2018-01-24 00:00:00,30
"15346391","Order received",2018-01-25 00:00:00,0
"15346391","Check Credit Score",2018-02-08 12:31:30,19
"15346391","Change production start date",2018-02-08 12:31:30,90
"15346391","Confirm sale",2018-02-15 10:45:08,10
"15346391","Change quantity",2018-03-29 10:40:48,170
"15346391","Finished production",2018-04-06 00:00:00,40
"15346391","Load shipment",2018-04-09 00:00:00,50
"15346391","Goods delivered",2018-04-10 00:00:00,60
"15346392","Start production",2018-01-24 00:00:00,30
"15346392","Order received",2018-01-25 00:00:00,0
"15346392","Change production start date",2018-02-08 12:30:07,90
"15346392","Check Credit Score",2018-02-08 12:31:42,19
"15346392","Confirm sale",2018-02-15 10:45:08,10
"15346392","Change quantity",2018-03-29 10:41:27,170
"15346392","Finished production",2018-04-06 00:00:00,40
"15346392","Load shipment",2018-04-09 16:26:04,50
"15346392","Change quantity",2018-04-09 16:26:04,170
"15346392","Goods delivered",2018-04-10 00:00:00,60
"15346991","Order received",2018-02-07 00:00:00,0
"15346991","Change price",2018-02-08 12:28:03,80
"15346991","Change production start date",2018-02-08 12:29:16,90
"15346991","Check Credit Score",2018-02-08 12:29:22,19
"15346991","Confirm sale",2018-02-13 09:47:32,10
"15346991","Start production",2018-03-14 00:00:00,30
"15346991","Finished production",2018-03-29 17:59:52,40
"15346991","Change quantity",2018-03-29 17:59:52,170
"15346991","Load shipment",2018-03-30 00:00:00,50
"15346991","Goods delivered",2018-04-04 00:00:00,60
"15346091","Start production",2018-01-09 00:00:00,30
"15346091","Order received",2018-02-06 00:00:00,0
"15346091","Change price",2018-02-08 12:34:57,80
"15346091","Check Credit Score",2018-02-08 12:36:36,19
"15346091","Change production start date",2018-02-08 12:36:36,90
"15346091","Confirm sale",2018-02-13 09:47:36,10
"15346091","Finished production",2018-03-29 17:59:56,40
"15346091","Change quantity",2018-03-29 17:59:56,170
"15346091","Load shipment",2018-03-30 00:00:00,50
"15346091","Goods delivered",2018-04-04 00:00:00,60
"15346092","Order received",2018-02-06 00:00:00,0
"15346092","Change price",2018-02-08 12:35:27,80
"15346092","Check Credit Score",2018-02-08 12:36:37,19
"15346092","Change production start date",2018-02-08 12:36:37,90
"15346092","Change delivery date",2018-02-13 09:46:30,100
"15346092","Change production start date",2018-02-13 09:46:31,90
"15346092","Confirm sale",2018-02-13 09:47:36,10
"15346092","Start production",2018-03-29 00:00:00,30
"15346092","Change quantity",2018-04-08 00:26:57,170
"15346092","Change quantity",2018-04-10 09:59:29,170
"15346092","Finished production",2018-04-13 00:00:00,40
"15346092","Load shipment",2018-04-16 16:44:25,50
"15346092","Change quantity",2018-04-16 16:44:25,170
"15346092","Goods delivered",2018-04-17 00:00:00,60
"15346891","Order received",2018-02-08 12:45:16,0
"15346891","Change production start date",2018-02-08 12:45:16,90
"15346891","Change price",2018-02-08 12:45:29,80
"15346891","Check Credit Score",2018-02-08 12:47:00,19
"15346891","Start production",2018-02-09 00:00:00,30
"15346891","Confirm sale",2018-02-13 09:07:45,10
"15346891","Change quantity",2018-03-22 00:32:12,170
"15346891","Change quantity",2018-03-23 08:14:47,170
"15346891","Finished production",2018-03-29 17:21:24,40
"15346891","Load shipment",2018-03-30 00:00:00,50
"15346891","Goods delivered",2018-04-03 00:00:00,60
"15346892","Order received",2018-02-08 12:45:45,0
"15346892","Change production start date",2018-02-08 12:45:45,90
"15346892","Change price",2018-02-08 12:46:04,80
"15346892","Check Credit Score",2018-02-08 12:47:00,19
"15346892","Confirm sale",2018-02-13 09:07:45,10
"15346892","Start production",2018-02-14 00:00:00,30
"15346892","Change quantity",2018-02-26 10:06:38,170
"15346892","Finished production",2018-03-29 17:21:25,40
"15346892","Load shipment",2018-03-30 00:00:00,50
"15346892","Goods delivered",2018-04-03 00:00:00,60
"15346291","Order received",2018-02-08 13:08:05,0
"15346291","Change price",2018-02-08 13:08:05,80
"15346291","Change production start date",2018-02-08 13:11:24,90
"15346291","Check Credit Score",2018-02-08 13:12:04,19
"15346291","Change delivery date",2018-02-13 14:04:34,100
"15346291","Change production start date",2018-02-13 14:04:35,90
"15346291","Confirm sale",2018-02-13 14:04:48,10
"15346291","Change production start date",2018-02-28 11:53:43,90
"15346291","Change delivery date",2018-02-28 11:53:43,100
"15346291","Change quantity",2018-02-28 11:53:52,170
"15346291","Start production",2018-03-09 00:00:00,30
"15346291","Finished production",2018-03-13 00:00:00,40
"15346291","Change quantity",2018-03-13 00:26:32,170
"15346291","Change quantity",2018-03-14 09:42:28,170
"15346291","Load shipment",2018-03-16 00:00:00,50
"15346291","Goods delivered",2018-03-19 00:00:00,60
"15346491","Order received",2018-02-08 13:09:50,0
"15346491","Change price",2018-02-08 13:09:50,80
"15346491","Change production start date",2018-02-08 13:11:25,90
"15346491","Check Credit Score",2018-02-08 13:12:04,19
"15346491","Change production start date",2018-02-13 14:04:50,90
"15346491","Change delivery date",2018-02-13 14:04:50,100
"15346491","Confirm sale",2018-02-13 14:05:18,10
"15346491","Change production start date",2018-02-28 11:55:17,90
"15346491","Change delivery date",2018-02-28 11:55:17,100
"15346491","Start production",2018-03-16 00:00:00,30
"15346491","Change quantity",2018-04-03 08:54:55,170
"15346491","Change delivery date",2018-04-09 10:49:59,100
"15346491","Finished production",2018-04-10 00:00:00,40
"15346491","Load shipment",2018-04-10 00:00:00,50
"15346491","Goods delivered",2018-04-11 00:00:00,60
"15347591","Order received",2018-02-08 13:13:42,0
"15347591","Change production start date",2018-02-08 13:13:42,90
"15347591","Check Credit Score",2018-02-08 13:14:06,19
"15347591","Change production start date",2018-02-14 11:50:10,90
"15347591","Change delivery date",2018-02-14 11:50:10,100
"15347591","Confirm sale",2018-02-14 11:51:28,10
"15347591","Change price",2018-02-14 11:52:01,80
"15347591","Start production",2018-03-09 00:00:00,30
"15347591","Change quantity",2018-03-20 09:49:15,170
"15347591","Finished production",2018-03-29 16:01:50,40
"15347591","Change quantity",2018-03-29 16:01:50,170
"15347591","Load shipment",2018-04-09 00:00:00,50
"15347591","Goods delivered",2018-04-10 14:51:02,60
"15347391","Order received",2018-01-25 00:00:00,0
"15347391","Credit order block",2018-02-08 14:21:33,20
"15347391","Change price",2018-02-08 14:21:33,80
"15347391","Change quantity",2018-02-08 14:21:33,170
"15347391","Change production start date",2018-02-08 14:23:48,90
"15347391","Check Credit Score",2018-02-08 14:23:49,19
"15347391","Start production",2018-02-09 09:47:34,30
"15347391","Confirm sale",2018-02-09 09:50:15,10
"15347391","Change quantity",2018-03-05 00:23:42,170
"15347391","Change quantity",2018-03-06 08:37:08,170
"15347391","Change quantity",2018-03-08 00:29:01,170
"15347391","Change quantity",2018-03-09 09:51:00,170
"15347391","Finished production",2018-03-16 00:00:00,40
"15347391","Load shipment",2018-03-19 15:04:26,50
"15347391","Change quantity",2018-03-19 15:04:26,170
"15347391","Goods delivered",2018-03-20 00:00:00,60
"15347991","Start production",2017-11-17 00:00:00,30
"15347991","Order received",2018-02-08 18:39:17,0
"15347991","Credit order block",2018-02-08 18:39:17,20
"15347991","Change price",2018-02-08 18:39:17,80
"15347991","Change quantity",2018-02-08 18:39:17,170
"15347991","Change production start date",2018-02-08 18:50:48,90
"15347991","Check Credit Score",2018-02-08 18:51:42,19
"15347991","Confirm sale",2018-02-14 14:22:36,10
"15347991","Finished production",2018-02-20 12:15:14,40
"15347991","Load shipment",2018-02-20 12:15:14,50
"15347991","Goods delivered",2018-02-20 12:15:14,60
"15347991","Change price",2018-02-20 12:15:14,80
"15347991","Change quantity",2018-02-20 12:15:14,170
"15347091","Order received",2018-02-09 09:18:24,0
"15347091","Check Credit Score",2018-02-09 09:18:24,19
"15347091","Change production start date",2018-02-09 09:18:24,90
"15347091","Confirm sale",2018-02-09 09:28:49,10
"15347091","Start production",2018-02-14 00:00:00,30
"15347091","Finished production",2018-03-01 00:00:00,40
"15347091","Load shipment",2018-03-02 15:08:51,50
"15347091","Goods delivered",2018-03-05 00:00:00,60
"15347891","Order received",2018-02-09 09:18:27,0
"15347891","Check Credit Score",2018-02-09 09:18:27,19
"15347891","Change production start date",2018-02-09 09:18:27,90
"15347891","Confirm sale",2018-02-09 09:28:54,10
"15347891","Start production",2018-02-14 00:00:00,30
"15347891","Finished production",2018-03-01 00:00:00,40
"15347891","Load shipment",2018-03-02 15:08:51,50
"15347891","Goods delivered",2018-03-05 00:00:00,60
"15347291","Order received",2018-02-09 09:18:27,0
"15347291","Check Credit Score",2018-02-09 09:18:27,19
"15347291","Change production start date",2018-02-09 09:18:28,90
"15347291","Confirm sale",2018-02-09 09:28:59,10
"15347291","Start production",2018-02-14 00:00:00,30
"15347291","Finished production",2018-03-01 00:00:00,40
"15347291","Load shipment",2018-03-02 15:08:51,50
"15347291","Goods delivered",2018-03-05 00:00:00,60
"15347491","Order received",2018-02-09 09:18:30,0
"15347491","Check Credit Score",2018-02-09 09:18:30,19
"15347491","Change production start date",2018-02-09 09:18:31,90
"15347491","Confirm sale",2018-02-09 09:29:04,10
"15347491","Start production",2018-02-14 00:00:00,30
"15347491","Load shipment",2018-03-02 15:08:52,50
"15347491","Finished production",2018-03-05 00:00:00,40
"15347491","Goods delivered",2018-03-05 00:00:00,60
"15343591","Order received",2018-02-09 09:18:33,0
"15343591","Check Credit Score",2018-02-09 09:18:33,19
"15343591","Change production start date",2018-02-09 09:18:34,90
"15343591","Confirm sale",2018-02-09 09:29:09,10
"15343591","Start production",2018-02-14 00:00:00,30
"15343591","Load shipment",2018-03-02 15:08:52,50
"15343591","Finished production",2018-03-05 00:00:00,40
"15343591","Goods delivered",2018-03-05 00:00:00,60
"15343191","Order received",2018-02-09 09:18:34,0
"15343191","Check Credit Score",2018-02-09 09:18:34,19
"15343191","Change production start date",2018-02-09 09:18:34,90
"15343191","Confirm sale",2018-02-09 09:29:14,10
"15343191","Start production",2018-02-14 00:00:00,30
"15343191","Load shipment",2018-03-02 15:08:52,50
"15343191","Finished production",2018-03-05 00:00:00,40
"15343191","Goods delivered",2018-03-05 00:00:00,60
"15343691","Order received",2018-02-09 09:18:37,0
"15343691","Check Credit Score",2018-02-09 09:18:37,19
"15343691","Change production start date",2018-02-09 09:18:37,90
"15343691","Confirm sale",2018-02-09 09:29:19,10
"15343691","Start production",2018-02-14 00:00:00,30
"15343691","Finished production",2018-03-08 00:00:00,40
"15343691","Load shipment",2018-03-09 15:23:11,50
"15343691","Goods delivered",2018-03-12 00:00:00,60
"15343791","Order received",2018-02-09 09:18:37,0
"15343791","Check Credit Score",2018-02-09 09:18:37,19
"15343791","Change production start date",2018-02-09 09:18:38,90
"15343791","Confirm sale",2018-02-09 09:29:24,10
"15343791","Start production",2018-02-14 00:00:00,30
"15343791","Finished production",2018-03-08 00:00:00,40
"15343791","Load shipment",2018-03-09 15:23:12,50
"15343791","Goods delivered",2018-03-12 00:00:00,60
"15343391","Order received",2018-02-09 09:18:38,0
"15343391","Check Credit Score",2018-02-09 09:18:38,19
"15343391","Change production start date",2018-02-09 09:18:38,90
"15343391","Confirm sale",2018-02-09 09:29:29,10
"15343391","Start production",2018-02-14 00:00:00,30
"15343391","Finished production",2018-03-08 00:00:00,40
"15343391","Load shipment",2018-03-09 15:23:12,50
"15343391","Goods delivered",2018-03-12 00:00:00,60
"15343991","Order received",2018-02-09 09:18:41,0
"15343991","Check Credit Score",2018-02-09 09:18:41,19
"15343991","Change production start date",2018-02-09 09:18:41,90
"15343991","Confirm sale",2018-02-09 09:29:34,10
"15343991","Start production",2018-02-14 00:00:00,30
"15343991","Finished production",2018-03-08 00:00:00,40
"15343991","Load shipment",2018-03-09 15:23:12,50
"15343991","Goods delivered",2018-03-12 00:00:00,60
"15343091","Start production",2017-12-06 00:00:00,30
"15343091","Order received",2018-02-09 09:18:41,0
"15343091","Check Credit Score",2018-02-09 09:18:41,19
"15343091","Change production start date",2018-02-09 09:18:42,90
"15343091","Confirm sale",2018-02-09 09:27:24,10
"15343091","Load shipment",2018-03-09 16:48:58,50
"15343091","Finished production",2018-03-12 00:00:00,40
"15343091","Goods delivered",2018-03-12 00:00:00,60
"15343891","Start production",2017-12-06 00:00:00,30
"15343891","Order received",2018-02-09 09:18:44,0
"15343891","Check Credit Score",2018-02-09 09:18:44,19
"15343891","Change production start date",2018-02-09 09:18:45,90
"15343891","Confirm sale",2018-02-09 09:27:29,10
"15343891","Finished production",2018-03-15 00:00:00,40
"15343891","Load shipment",2018-03-16 12:11:28,50
"15343891","Goods delivered",2018-03-19 00:00:00,60
"15343291","Start production",2017-12-06 00:00:00,30
"15343291","Order received",2018-02-09 09:18:47,0
"15343291","Check Credit Score",2018-02-09 09:18:47,19
"15343291","Change production start date",2018-02-09 09:18:49,90
"15343291","Confirm sale",2018-02-09 09:27:34,10
"15343291","Finished production",2018-03-15 00:00:00,40
"15343291","Load shipment",2018-03-16 12:11:29,50
"15343291","Goods delivered",2018-03-19 00:00:00,60
"15343491","Start production",2017-07-20 00:00:00,30
"15343491","Order received",2018-02-09 09:18:49,0
"15343491","Check Credit Score",2018-02-09 09:18:49,19
"15343491","Change production start date",2018-02-09 09:18:49,90
"15343491","Confirm sale",2018-02-09 09:28:44,10
"15343491","Finished production",2018-03-01 00:00:00,40
"15343491","Load shipment",2018-03-02 15:08:53,50
"15343491","Goods delivered",2018-03-05 00:00:00,60
"15349591","Start production",2018-02-01 00:00:00,30
"15349591","Order received",2018-02-09 09:18:52,0
"15349591","Check Credit Score",2018-02-09 09:18:52,19
"15349591","Change production start date",2018-02-09 09:18:52,90
"15349591","Confirm sale",2018-02-09 09:30:00,10
"15349591","Finished production",2018-03-01 00:00:00,40
"15349591","Load shipment",2018-03-05 00:00:00,50
"15349591","Goods delivered",2018-03-07 00:00:00,60
"15349191","Order received",2018-02-09 09:18:52,0
"15349191","Check Credit Score",2018-02-09 09:18:52,19
"15349191","Change production start date",2018-02-09 09:18:53,90
"15349191","Confirm sale",2018-02-09 09:27:39,10
"15349191","Start production",2018-02-13 00:00:00,30
"15349191","Finished production",2018-03-01 00:00:00,40
"15349191","Load shipment",2018-03-05 00:00:00,50
"15349191","Goods delivered",2018-03-07 00:00:00,60
"15349691","Start production",2018-02-01 00:00:00,30
"15349691","Order received",2018-02-09 09:18:55,0
"15349691","Check Credit Score",2018-02-09 09:18:55,19
"15349691","Change production start date",2018-02-09 09:18:56,90
"15349691","Confirm sale",2018-02-09 09:30:06,10
"15349691","Finished production",2018-03-01 00:00:00,40
"15349691","Load shipment",2018-03-05 00:00:00,50
"15349691","Goods delivered",2018-03-07 00:00:00,60
"15349791","Order received",2018-02-09 09:18:58,0
"15349791","Check Credit Score",2018-02-09 09:18:58,19
"15349791","Change production start date",2018-02-09 09:18:59,90
"15349791","Confirm sale",2018-02-09 09:27:43,10
"15349791","Start production",2018-02-13 00:00:00,30
"15349791","Finished production",2018-03-01 00:00:00,40
"15349791","Load shipment",2018-03-05 00:00:00,50
"15349791","Goods delivered",2018-03-07 00:00:00,60
"15349391","Start production",2017-06-09 00:00:00,30
"15349391","Order received",2018-02-09 09:18:59,0
"15349391","Check Credit Score",2018-02-09 09:18:59,19
"15349391","Change production start date",2018-02-09 09:19:00,90
"15349391","Confirm sale",2018-02-09 09:28:24,10
"15349391","Finished production",2018-03-01 00:00:00,40
"15349391","Load shipment",2018-03-02 15:08:53,50
"15349391","Goods delivered",2018-03-05 00:00:00,60
"15349991","Start production",2017-12-08 00:00:00,30
"15349991","Order received",2018-02-09 09:19:02,0
"15349991","Check Credit Score",2018-02-09 09:19:02,19
"15349991","Change production start date",2018-02-09 09:19:03,90
"15349991","Confirm sale",2018-02-09 09:27:49,10
"15349991","Finished production",2018-03-01 00:00:00,40
"15349991","Load shipment",2018-03-02 15:08:54,50
"15349991","Goods delivered",2018-03-05 00:00:00,60
"15349091","Start production",2018-02-01 00:00:00,30
"15349091","Order received",2018-02-09 09:19:05,0
"15349091","Check Credit Score",2018-02-09 09:19:05,19
"15349091","Change production start date",2018-02-09 09:19:07,90
"15349091","Confirm sale",2018-02-09 09:28:04,10
"15349091","Finished production",2018-03-01 00:00:00,40
"15349091","Load shipment",2018-03-02 15:08:54,50
"15349091","Goods delivered",2018-03-05 00:00:00,60
"15349891","Start production",2018-02-01 00:00:00,30
"15349891","Order received",2018-02-09 09:19:07,0
"15349891","Check Credit Score",2018-02-09 09:19:07,19
"15349891","Change production start date",2018-02-09 09:19:08,90
"15349891","Confirm sale",2018-02-09 09:28:39,10
"15349891","Finished production",2018-03-01 00:00:00,40
"15349891","Load shipment",2018-03-06 14:40:16,50
"15349891","Goods delivered",2018-03-07 00:00:00,60
"15349291","Start production",2017-06-09 00:00:00,30
"15349291","Order received",2018-02-09 09:19:11,0
"15349291","Check Credit Score",2018-02-09 09:19:11,19
"15349291","Change production start date",2018-02-09 09:19:11,90
"15349291","Confirm sale",2018-02-09 09:28:29,10
"15349291","Finished production",2018-03-01 00:00:00,40
"15349291","Load shipment",2018-03-02 15:08:54,50
"15349291","Goods delivered",2018-03-05 00:00:00,60
"15349491","Start production",2018-01-12 00:00:00,30
"15349491","Order received",2018-02-09 09:19:12,0
"15349491","Check Credit Score",2018-02-09 09:19:12,19
"15349491","Change production start date",2018-02-09 09:19:12,90
"15349491","Confirm sale",2018-02-09 09:27:54,10
"15349491","Finished production",2018-03-01 00:00:00,40
"15349491","Load shipment",2018-03-02 15:08:55,50
"15349491","Goods delivered",2018-03-05 00:00:00,60
"15340591","Start production",2018-02-01 00:00:00,30
"15340591","Order received",2018-02-09 09:19:12,0
"15340591","Check Credit Score",2018-02-09 09:19:12,19
"15340591","Change production start date",2018-02-09 09:19:13,90
"15340591","Confirm sale",2018-02-09 09:28:09,10
"15340591","Finished production",2018-03-01 00:00:00,40
"15340591","Load shipment",2018-03-02 15:08:56,50
"15340591","Goods delivered",2018-03-05 00:00:00,60
"15340191","Start production",2017-06-09 00:00:00,30
"15340191","Order received",2018-02-09 09:19:15,0
"15340191","Check Credit Score",2018-02-09 09:19:15,19
"15340191","Change production start date",2018-02-09 09:19:16,90
"15340191","Confirm sale",2018-02-09 09:28:34,10
"15340191","Finished production",2018-03-01 00:00:00,40
"15340191","Load shipment",2018-03-02 15:08:56,50
"15340191","Goods delivered",2018-03-05 00:00:00,60
"15340691","Start production",2017-12-08 00:00:00,30
"15340691","Order received",2018-02-09 09:19:18,0
"15340691","Check Credit Score",2018-02-09 09:19:18,19
"15340691","Change production start date",2018-02-09 09:19:19,90
"15340691","Confirm sale",2018-02-09 09:27:59,10
"15340691","Finished production",2018-03-01 00:00:00,40
"15340691","Load shipment",2018-03-02 15:08:56,50
"15340691","Goods delivered",2018-03-05 00:00:00,60
"15340791","Start production",2017-12-06 00:00:00,30
"15340791","Order received",2018-02-09 09:19:19,0
"15340791","Check Credit Score",2018-02-09 09:19:19,19
"15340791","Change production start date",2018-02-09 09:19:20,90
"15340791","Confirm sale",2018-02-09 09:29:39,10
"15340791","Finished production",2018-03-01 00:00:00,40
"15340791","Load shipment",2018-03-02 15:08:57,50
"15340791","Goods delivered",2018-03-05 00:00:00,60
"15340391","Start production",2017-12-06 00:00:00,30
"15340391","Order received",2018-02-09 09:19:22,0
"15340391","Check Credit Score",2018-02-09 09:19:22,19
"15340391","Change production start date",2018-02-09 09:19:23,90
"15340391","Confirm sale",2018-02-09 09:29:44,10
"15340391","Finished production",2018-03-01 00:00:00,40
"15340391","Load shipment",2018-03-02 15:08:57,50
"15340391","Goods delivered",2018-03-05 00:00:00,60
"15340991","Start production",2018-02-01 00:00:00,30
"15340991","Order received",2018-02-09 09:19:23,0
"15340991","Check Credit Score",2018-02-09 09:19:23,19
"15340991","Change production start date",2018-02-09 09:19:24,90
"15340991","Confirm sale",2018-02-09 09:28:14,10
"15340991","Finished production",2018-03-01 00:00:00,40
"15340991","Load shipment",2018-03-02 15:08:58,50
"15340991","Goods delivered",2018-03-05 00:00:00,60
"15340091","Start production",2017-12-06 00:00:00,30
"15340091","Order received",2018-02-09 09:19:26,0
"15340091","Check Credit Score",2018-02-09 09:19:26,19
"15340091","Change production start date",2018-02-09 09:19:27,90
"15340091","Confirm sale",2018-02-09 09:29:50,10
"15340091","Finished production",2018-03-01 00:00:00,40
"15340091","Load shipment",2018-03-02 15:08:58,50
"15340091","Goods delivered",2018-03-05 00:00:00,60
"15340891","Start production",2017-12-06 00:00:00,30
"15340891","Order received",2018-02-09 09:19:29,0
"15340891","Check Credit Score",2018-02-09 09:19:29,19
"15340891","Change production start date",2018-02-09 09:19:30,90
"15340891","Confirm sale",2018-02-09 09:29:55,10
"15340891","Finished production",2018-03-01 00:00:00,40
"15340891","Load shipment",2018-03-02 15:08:58,50
"15340891","Goods delivered",2018-03-05 00:00:00,60
"15340291","Start production",2018-02-01 00:00:00,30
"15340291","Order received",2018-02-09 09:19:30,0
"15340291","Check Credit Score",2018-02-09 09:19:30,19
"15340291","Change production start date",2018-02-09 09:19:30,90
"15340291","Confirm sale",2018-02-09 09:28:19,10
"15340291","Finished production",2018-03-01 00:00:00,40
"15340291","Load shipment",2018-03-02 15:08:59,50
"15340291","Goods delivered",2018-03-05 00:00:00,60
"15340491","Order received",2018-02-09 09:20:05,0
"15340491","Check Credit Score",2018-02-09 09:20:05,19
"15340491","Change delivery date",2018-02-13 09:04:45,100
"15340491","Change production start date",2018-02-13 09:04:48,90
"15340491","Confirm sale",2018-02-13 09:08:21,10
"15340491","Start production",2018-03-02 00:00:00,30
"15340491","Finished production",2018-03-06 08:50:10,40
"15340491","Change quantity",2018-03-06 08:50:10,170
"15340491","Load shipment",2018-03-07 10:53:24,50
"15340491","Goods delivered",2018-03-08 00:00:00,60
"15348591","Order received",2018-02-09 09:21:46,0
"15348591","Check Credit Score",2018-02-09 09:21:46,19
"15348591","Change price",2018-02-09 09:21:52,80
"15348591","Confirm sale",2018-02-09 09:24:56,10
"15348591","Start production",2018-02-22 00:00:00,30
"15348591","Finished production",2018-02-23 16:21:11,40
"15348591","Load shipment",2018-02-23 16:21:11,50
"15348591","Goods delivered",2018-02-26 00:00:00,60
"15348191","Order received",2018-02-08 00:00:00,0
"15348191","Change quantity",2018-02-09 12:23:54,170
"15348191","Change production start date",2018-02-09 12:24:36,90
"15348191","Check Credit Score",2018-02-09 12:24:37,19
"15348191","Change delivery date",2018-02-13 09:54:47,100
"15348191","Change production start date",2018-02-13 09:54:49,90
"15348191","Confirm sale",2018-02-13 09:55:46,10
"15348191","Start production",2018-02-28 00:00:00,30
"15348191","Finished production",2018-03-27 00:00:00,40
"15348191","Load shipment",2018-03-28 15:43:17,50
"15348191","Change quantity",2018-03-28 15:43:17,170
"15348191","Goods delivered",2018-04-03 00:00:00,60
"15348691","Start production",2018-01-19 00:00:00,30
