"CASE_KEY","DELIVERY_COMPANY","PRODUCT_TYPE","FACTORY","ORDERED_QUANTITY","DELIVERED_QUANTITY","MIN_ORDER_TOLERANCE","MAX_ORDER_TOLERANCE","CUST_MARKET","CUST_ID","CUST_NAME","CUST_ADDR_CODE","DAYS_TO_DEL_DEADLINE","ORDER_TOLERANCE_MET","ORDER_DATE_MET","X_CEL_O2C_CASES.SAL_ORD_POS_QUAN","DELIVERED_QUANTITY_UNIT","WAREHOUSE_TYPE","DELIVERED_DATE","PROMISED_DATE","CUST_COUNTRY","ORDER_VALUE","UNIT_PRICE"
"63472392","UPS","Crates","Essen",4000,4130,0,10,"Transportation","7159","Brand AG",1,1,0,0,4130,"kg","Non-automated","2018-09-18 00:00:01","2018-09-19 00:00:01"," ES","16933,0","4,1"
"63472991","UPS","Crates","Essen",18100,17970,-5,5,"Transportation","01653","Schweizer",1,-5,0,1,17970,"kg","Non-automated","2018-11-05 00:00:01","2018-10-31 00:00:01"," US","74510,6","4,81"
"63472093","UPS","Crates","Essen",18100,17990,-5,5,"Transportation","01653","Schweizer",1,-5,0,1,17990,"kg","Non-automated","2018-11-05 00:00:01","2018-10-31 00:00:01"," US","76304,396","4,92"
"63474591","UPS","Crates","Bonn",1148,1120,0,70,"Transportation","01615","Götz",1,0,0,1,1120,"kg","Automated","2018-08-29 00:00:01","2018-08-29 00:00:01"," DE","8556,8","7,64"
"63474791","UPS","Crates","Essen",7139,7335,0,70,"Transportation","01615","Götz",1,-5,0,1,7335,"kg","Non-automated","2018-09-19 00:00:01","2018-09-14 00:00:01"," DE","24939,0","3,4"
"63474792","UPS","Crates","Essen",1758,1830,0,70,"Transportation","01615","Götz",1,-5,0,1,1830,"kg","Non-automated","2018-09-19 00:00:01","2018-09-14 00:00:01"," DE","13468,8","7,36"
"63474794","UPS","Crates","Essen",810,935,0,70,"Transportation","01615","Götz",1,-1,0,1,935,"kg","Non-automated","2018-09-26 00:00:01","2018-09-25 00:00:01"," DE","6881,6","7,36"
"63474391","UPS","Crates","Essen",2000,2155,0,10,"Transportation","7159","Brand AG",1,0,0,1,2155,"kg","Non-automated","2018-09-07 00:00:01","2018-09-07 00:00:01"," ES","11787,85","5,47"
"63474092","UPS","Crates","Essen",1550,1610,0,10,"Transportation","7159","Brand AG",1,20,0,0,1610,"kg","Non-automated","2018-09-25 00:00:01","2018-10-15 00:00:01"," ES","6987,4","4,34"
"63474094","UPS","Crates","Essen",2000,2060,0,10,"Transportation","7159","Brand AG",1,-1,0,1,2060,"kg","Non-automated","2018-09-25 00:00:01","2018-09-24 00:00:01"," ES","9620,2","4,67"
"63474891","UPS","Crates","Bonn",8487,8990,-5,10,"Transportation","67806","Baier Stiftung & Co. KGaA",1,0,0,1,8990,"kg","Non-automated","2018-10-11 00:00:01","2018-10-11 00:00:01"," CZ","20290,48","2,26"
"63474893","UPS","Crates","Bonn",8487,8190,-5,10,"Transportation","67806","Baier Stiftung & Co. KGaA",1,0,0,1,8190,"kg","Non-automated","2018-11-06 00:00:01","2018-11-06 00:00:01"," CZ","18484,86","2,26"
"63474894","UPS","Crates","Bonn",9111,8410,-5,10,"Transportation","67806","Baier Stiftung & Co. KGaA",1,0,0,1,8410,"kg","Non-automated","2018-11-06 00:00:01","2018-11-06 00:00:01"," CZ","18981,38","2,26"
"63474491","UPS","Crates","Essen",3000,3005,0,10,"Transportation","7159","Brand AG",1,-1,1,1,3005,"kg","Non-automated","2018-10-23 00:00:01","2018-10-22 00:00:01"," ES","13041,7","4,34"
"63435195","UPS","Crates","Bonn",1060,1060,-5,15,"Transportation","7755","Straub",1,0,1,1,1060,"kg","Non-automated","2018-08-27 00:00:01","2018-08-27 00:00:01"," DE","3410,02","3,22"
"63435196","UPS","Crates","Bonn",1660,1660,-5,15,"Transportation","7755","Straub",1,0,1,1,1660,"kg","Non-automated","2018-08-27 00:00:01","2018-08-27 00:00:01"," DE","5340,22","3,22"
"63435391","FedEx","Crates","Bonn",6000,6066,-5,10,"Transportation","01995","Eichhorn Siebert GmbH & Co. KG",1,0,0,1,6066,"kg","Non-automated","2018-10-09 00:00:01","2018-10-09 00:00:01"," CH","22844,55","3,77"
"63435091","UPS","Crates","Essen",2000,2130,0,10,"Transportation","7159","Brand AG",1,13,0,0,2130,"kg","Non-automated","2018-09-25 00:00:01","2018-10-08 00:00:01"," ES","9947,1","4,67"
"63435291","UPS","Pallets","Essen",400,400,-10,25,"Transportation","64695","Konrad Lorenz GmbH",1,0,1,1,400,"kg","Non-automated","2018-10-30 00:00:01","2018-10-30 00:00:01"," FR","1556,0","3,89"
"63431791","FedEx","Crates","Essen",1000,1100,0,10,"Transportation","37609","Beyer",2,1,0,0,1100,"kg","Non-automated","2018-09-18 00:00:01","2018-09-19 00:00:01"," CN","8041,0","7,31"
"63431894","UPS","Crates","Essen",810,915,0,70,"Transportation","01615","Götz",1,0,0,1,915,"kg","Non-automated","2018-09-28 00:00:01","2018-09-28 00:00:01"," DE","7027,2","7,68"
"63431896","UPS","Crates","Essen",2404,2520,0,70,"Transportation","01615","Götz",1,-1,0,1,2520,"kg","Non-automated","2018-09-25 00:00:01","2018-09-24 00:00:01"," DE","9122,4","3,62"
"63431491","UPS","Pallets","Essen",1999,2303,-5,10,"Transportation","90755","Brenner GmbH",1,12,0,0,2303,"kg","Non-automated","2018-11-14 00:00:01","2018-11-26 00:00:01"," DE","16259,18","7,06"
"63436192","UPS","Crates","Essen",2222,2365,0,70,"Transportation","01615","Götz",1,-1,0,1,2365,"kg","Non-automated","2018-09-26 00:00:01","2018-09-25 00:00:01"," DE","16744,2","7,08"
"63436193","UPS","Crates","Essen",2845,2980,0,70,"Transportation","01615","Götz",1,-1,0,1,2980,"kg","Non-automated","2018-09-26 00:00:01","2018-09-25 00:00:01"," DE","15347,0","5,15"
"63436691","UPS","Crates","Essen",4400,4555,0,10,"Transportation","07955","Hirsch",1,-7,0,1,4555,"kg","Non-automated","2018-11-06 00:00:01","2018-10-30 00:00:01"," DE","25508,0","5,6"
"63436992","UPS","Crates","Essen",7420,7450,0,10,"Transportation","7159","Brand AG",7,5,0,0,7450,"kg","Non-automated","2018-10-04 00:00:01","2018-10-09 00:00:01"," ES","30545,0","4,1"
"63436091","UPS","Crates","Essen",5110,5110,-20,20,"Other","3299","Marx GmbH",1,-1,1,1,5110,"kg","Non-automated","2018-09-13 00:00:01","2018-09-12 00:00:01"," AT","20848,8","4,08"
"63437192","UPS","Crates","Essen",547,675,0,70,"Transportation","01615","Götz",1,0,0,1,675,"kg","Non-automated","2018-10-01 00:00:01","2018-10-01 00:00:01"," DE","2875,5","4,26"
"63437193","UPS","Crates","Essen",547,675,0,70,"Transportation","01615","Götz",1,0,0,1,675,"kg","Non-automated","2018-10-01 00:00:01","2018-10-01 00:00:01"," DE","2875,5","4,26"
"63437991","UPS","Crates","Essen",5000,5205,-10,10,"Transportation","29255","Arndt AG",1,90,0,0,5205,"kg","Non-automated","2018-11-06 00:00:01","2019-02-04 00:00:01"," DE","24218,87","4,65"
"63433391","UPS","Crates","Essen",2845,3000,0,70,"Transportation","01615","Götz",1,-4,0,1,3000,"kg","Non-automated","2018-10-05 00:00:01","2018-10-01 00:00:01"," DE","14820,0","4,94"
"63433891","UPS","Crates","Essen",7000,7235,-10,10,"Transportation","61355","Schröder",1,0,0,1,7235,"kg","Non-automated","2018-11-14 00:00:01","2018-11-14 00:00:01"," FR","31327,55","4,33"
"63439691","UPS","Crates","Essen",1800,1920,-5,15,"Transportation","67410","Weiss",1,1,0,0,1920,"kg","Non-automated","2018-11-14 00:00:01","2018-11-15 00:00:01"," PL","8515,65","4,44"
"63439792","DHL","Pallets","Essen",1733,1732,-5,20,"Transportation","23684","Beer",1,3,1,0,1732,"kg","Non-automated","2018-12-07 00:00:01","2018-12-10 00:00:01"," RU","10409,32","6,01"
"63439394","UPS","Crates","Essen",753,665,-10,25,"Transportation","17055","Henkel AG & Co. KGaA",1,-22,0,1,665,"kg","Non-automated","2018-11-14 00:00:01","2018-10-23 00:00:01"," BE","2267,65","3,41"
"63439992","UPS","Crates","Essen",307,410,-10,25,"Transportation","17055","Henkel AG & Co. KGaA",1,-22,0,1,410,"kg","Non-automated","2018-11-14 00:00:01","2018-10-23 00:00:01"," BE","1466,16","3,58"
"63439091","UPS","Crates","Essen",283,275,-10,25,"Transportation","17055","Henkel AG & Co. KGaA",1,-22,1,1,275,"kg","Non-automated","2018-11-14 00:00:01","2018-10-23 00:00:01"," BE","963,88","3,51"
"63439093","UPS","Crates","Essen",445,440,-10,25,"Transportation","17055","Henkel AG & Co. KGaA",1,-22,1,1,440,"kg","Non-automated","2018-11-14 00:00:01","2018-10-23 00:00:01"," BE","1542,2","3,51"
"63439291","FedEx","Crates","Essen",24000,24035,-5,10,"Transportation","01995","Eichhorn Siebert GmbH & Co. KG",1,0,0,1,21615,"kg","Non-automated","2018-12-04 00:00:01","2018-12-04 00:00:01"," CH","114148,85","5,28"
"63439491","UPS","Pallets","Bonn",500,500,-10,20,"Transportation","64695","Konrad Lorenz GmbH",1,0,1,1,500,"kg","Non-automated","2018-11-13 00:00:01","2018-11-13 00:00:01"," FR","2275,0","4,55"
"63439493","UPS","Pallets","Bonn",150,150,-10,25,"Transportation","64695","Konrad Lorenz GmbH",1,0,1,1,150,"kg","Non-automated","2018-11-13 00:00:01","2018-11-13 00:00:01"," FR","585,0","3,9"
"63430391","UPS","Crates","Essen",5000,4950,-5,10,"Transportation","07605","Schramm Schuler GbR",1,0,0,1,4950,"kg","Non-automated","2018-11-21 00:00:01","2018-11-21 00:00:01"," FR","22918,5","4,63"
"63430091","UPS","Crates","Essen",1000,1045,0,10,"Transportation","7159","Brand AG",1,14,0,0,1045,"kg","Non-automated","2018-10-09 00:00:01","2018-10-23 00:00:01"," ES","7879,3","7,54"
"63430491","UPS","Crates","Essen",890,1040,0,10,"Transportation","7159","Brand AG",1,4,0,0,1040,"kg","Non-automated","2018-10-11 00:00:01","2018-10-15 00:00:01"," ES","6219,2","5,98"
"63438791","UPS","Crates","Essen",1717,1845,0,70,"Transportation","01615","Götz",1,-4,0,1,1845,"kg","Non-automated","2018-10-12 00:00:01","2018-10-08 00:00:01"," DE","14151,15","7,67"
"63438991","UPS","Crates","Essen",980,1150,0,70,"Transportation","01615","Götz",1,-5,0,1,1150,"kg","Non-automated","2018-10-10 00:00:01","2018-10-05 00:00:01"," DE","6279,0","5,46"
"63438892","UPS","Crates","Bonn",1210,1210,0,20,"Transportation","7755","Straub",1,0,1,1,1210,"kg","Non-automated","2018-09-12 00:00:01","2018-09-12 00:00:01"," DE","3922,82","3,24"
"63438893","UPS","Crates","Bonn",1150,1150,0,20,"Transportation","7755","Straub",1,0,1,1,1150,"kg","Non-automated","2018-09-12 00:00:01","2018-09-12 00:00:01"," DE","3728,3","3,24"
"63438894","UPS","Crates","Bonn",3900,3900,0,20,"Transportation","7755","Straub",1,0,1,1,3900,"kg","Non-automated","2018-09-12 00:00:01","2018-09-12 00:00:01"," DE","12643,8","3,24"
"63438896","UPS","Crates","Bonn",4290,4290,0,20,"Transportation","7755","Straub",1,0,1,1,4290,"kg","Non-automated","2018-09-12 00:00:01","2018-09-12 00:00:01"," DE","13908,18","3,24"
"63438898","UPS","Crates","Bonn",2735,2735,0,20,"Transportation","7755","Straub",1,0,1,1,2735,"kg","Non-automated","2018-09-12 00:00:01","2018-09-12 00:00:01"," DE","8798,5","3,22"
"63438291","UPS","Crates","Essen",4502,4380,0,10,"Transportation","7159","Brand AG",1,6,0,0,4380,"kg","Non-automated","2018-10-16 00:00:01","2018-10-22 00:00:01"," ES","28864,2","6,59"
"63432991","UPS","Crates","Essen",188,245,-10,25,"Transportation","17055","Henkel AG & Co. KGaA",1,-15,0,1,245,"kg","Non-automated","2018-11-07 00:00:01","2018-10-23 00:00:01"," BE","876,12","3,58"
"63434191","UPS","Crates","Essen",27300,27005,-5,5,"Transportation","01653","Schweizer",1,25,0,0,10090,"kg","Non-automated","2018-12-07 00:00:01","2019-01-01 00:00:01"," US","45360,158","5,22"
"63422692","UPS","Crates","Essen",1000,1065,0,10,"Transportation","7159","Brand AG",1,0,0,1,1065,"kg","Non-automated","2018-12-04 00:00:01","2018-12-04 00:00:01"," ES","4973,55","4,67"
"63422991","UPS","Crates","Essen",1129,1255,-5,15,"Other","80821","Wulf",2,-17,0,1,1255,"kg","Non-automated","2019-03-08 00:00:01","2019-02-19 00:00:01"," CN","-0,0","0,0"
"63422992","UPS","Crates","Essen",1156,1180,-5,15,"Other","80821","Wulf",2,-17,0,1,1180,"kg","Non-automated","2019-03-08 00:00:01","2019-02-19 00:00:01"," CN","-0,0","0,0"
"63422293","UPS","Crates","Essen",9450,9450,0,70,"Transportation","01615","Götz",1,0,1,1,9450,"kg","Non-automated","2018-11-29 00:00:01","2018-11-29 00:00:01"," DE","65583,0","6,94"
"63422296","UPS","Crates","Essen",2255,2255,0,70,"Transportation","01615","Götz",1,0,1,1,2255,"kg","Non-automated","2018-11-29 00:00:01","2018-11-29 00:00:01"," DE","14657,5","6,5"
"63422298","UPS","Crates","Essen",4743,4760,0,70,"Transportation","01615","Götz",1,0,1,1,4760,"kg","Non-automated","2018-11-30 00:00:01","2018-11-30 00:00:01"," DE","30940,0","6,5"
"63422299","UPS","Crates","Essen",3210,3210,0,70,"Transportation","01615","Götz",1,0,1,1,3210,"kg","Non-automated","2018-11-30 00:00:01","2018-11-30 00:00:01"," DE","22277,4","6,94"
"63422491","UPS","Crates","Essen",14739,14880,0,10,"Transportation","7159","Brand AG",1,0,0,1,14880,"kg","Non-automated","2019-03-19 00:00:01","2019-03-19 00:00:01"," ES","53419,2","3,59"
"63422492","UPS","Crates","Essen",10220,10535,0,10,"Transportation","7159","Brand AG",1,-1,0,1,5280,"kg","Non-automated","2019-01-29 00:00:01","2019-01-28 00:00:01"," ES","17107,2","3,24"
"63424591","UPS","Crates","Essen",4008,3315,0,70,"Transportation","01615","Götz",1,3,0,0,2080,"kg","Non-automated","2018-12-14 00:00:01","2018-12-17 00:00:01"," DE","15808,0","7,6"
"63424193","UPS","Crates","Bonn",910,910,-10,25,"Transportation","7755","Straub",1,0,1,1,910,"kg","Non-automated","2018-11-29 00:00:01","2018-11-29 00:00:01"," DE","2857,4","3,14"
"63424196","UPS","Crates","Bonn",3535,3535,-5,15,"Transportation","7755","Straub",1,0,1,1,3535,"kg","Non-automated","2018-11-29 00:00:01","2018-11-29 00:00:01"," DE","11099,9","3,14"
"63424694","UPS","Crates","Essen",4008,4170,-10,10,"Transportation","01615","Götz",1,3,0,0,4170,"kg","Non-automated","2018-12-14 00:00:01","2018-12-17 00:00:01"," DE","35570,1","8,53"
"63424091","UPS","Crates","Essen",800,855,0,10,"Transportation","7159","Brand AG",1,-1,0,1,855,"kg","Non-automated","2018-12-11 00:00:01","2018-12-10 00:00:01"," ES","5018,85","5,87"
"63424891","UPS","Crates","Essen",2400,2550,0,10,"Transportation","7159","Brand AG",1,21,0,0,2550,"kg","Non-automated","2019-02-12 00:00:01","2019-03-05 00:00:01"," ES","11959,5","4,69"
"63445591","UPS","Crates","Essen",1998,2125,0,70,"Transportation","01615","Götz",1,-4,0,1,2125,"kg","Non-automated","2019-01-15 00:00:01","2019-01-11 00:00:01"," DE","10731,25","5,05"
"63445391","UPS","Crates","Essen",2429,2765,-5,15,"Transportation","31632","Wegener",1,0,0,1,2765,"kg","Non-automated","2019-02-05 00:00:01","2019-02-05 00:00:01"," DE","10681,14","3,86"
"63445091","UPS","Crates","Essen",7000,7190,0,10,"Transportation","7159","Brand AG",1,15,0,0,7190,"kg","Non-automated","2019-01-22 00:00:01","2019-02-06 00:00:01"," ES","37819,4","5,26"
"63445093","UPS","Crates","Essen",750,735,0,10,"Transportation","7159","Brand AG",1,14,0,0,735,"kg","Non-automated","2019-01-22 00:00:01","2019-02-05 00:00:01"," ES","3866,1","5,26"
"63445094","UPS","Crates","Essen",1960,2085,0,10,"Transportation","7159","Brand AG",1,0,0,1,2085,"kg","Non-automated","2019-02-12 00:00:01","2019-02-12 00:00:01"," ES","10967,1","5,26"
"63445892","UPS","Crates","Essen",1287,1395,0,10,"Transportation","7159","Brand AG",1,0,0,1,1395,"kg","Non-automated","2019-01-10 00:00:01","2019-01-10 00:00:01"," ES","4575,6","3,28"
"63445292","UPS","Crates","Essen",100,160,0,30,"Transportation","02872","Meyer",1,-1,0,1,160,"kg","Non-automated","2018-12-13 00:00:01","2018-12-12 00:00:01"," AT","320,0","2,0"
"63445491","UPS","Pallets","Essen",1428,1485,-5,15,"Transportation","23425","Christ GmbH & Co. OHG",1,-5,0,1,1485,"kg","Non-automated","2019-02-05 00:00:01","2019-01-31 00:00:01"," NL","7187,18","4,84"
"63445492","UPS","Pallets","Essen",1190,1353,-5,15,"Transportation","23425","Christ GmbH & Co. OHG",1,-5,0,1,1353,"kg","Non-automated","2019-02-05 00:00:01","2019-01-31 00:00:01"," NL","6507,3","4,81"
"63441791","UPS","Crates","Bonn",7000,7245,-10,10,"Transportation","29255","Arndt AG",1,0,0,1,7245,"kg","Non-automated","2018-12-18 00:00:01","2018-12-18 00:00:01"," DE","31167,99","4,3"
"63441092","UPS","Crates","Essen",15200,15800,-5,15,"Transportation","37645","Schott GmbH & Co. KG",1,8,0,0,15800,"kg","Non-automated","2019-02-19 00:00:01","2019-02-27 00:00:01"," NL","65096,0","4,12"
"63441093","UPS","Crates","Essen",5300,5115,-5,15,"Transportation","37645","Schott GmbH & Co. KG",1,0,0,1,5115,"kg","Non-automated","2019-02-19 00:00:01","2019-02-19 00:00:01"," NL","21073,8","4,12"
"634418911","UPS","Crates","Bonn",1460,1460,-5,15,"Transportation","7755","Straub",1,0,1,1,1460,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","4620,9","3,17"
"634418912","UPS","Crates","Bonn",2355,2355,-5,15,"Transportation","7755","Straub",1,0,1,1,2355,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","7453,58","3,17"
"634418913","UPS","Crates","Bonn",6405,6405,-5,10,"Transportation","7755","Straub",1,0,1,1,6405,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","20271,84","3,17"
"634418914","UPS","Crates","Bonn",5130,5130,-5,10,"Transportation","7755","Straub",1,0,1,1,5130,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","16108,2","3,14"
"63441893","UPS","Crates","Bonn",2560,2560,-5,15,"Transportation","7755","Straub",1,0,1,1,2560,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","8038,4","3,14"
"63441894","UPS","Crates","Bonn",375,375,-10,25,"Transportation","7755","Straub",1,0,1,1,375,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","1186,88","3,17"
"63441897","UPS","Crates","Bonn",1180,1180,-5,15,"Transportation","7755","Straub",1,0,1,1,1180,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","3734,7","3,17"
"63441899","UPS","Crates","Bonn",630,630,-10,25,"Transportation","7755","Straub",1,0,1,1,630,"kg","Non-automated","2018-12-05 00:00:01","2018-12-05 00:00:01"," DE","1993,95","3,17"
"63441491","UPS","Crates","Bonn",1059,1275,-5,15,"Transportation","7755","Straub",1,1,0,0,1275,"kg","Non-automated","2018-12-12 00:00:01","2018-12-13 00:00:01"," DE","4003,5","3,14"
"63446591","DHL","Crates","Essen",6000,6965,-5,15,"Transportation","88035","Peters",2,4,0,0,6965,"kg","Non-automated","2019-01-18 00:00:01","2019-01-22 00:00:01"," TU","29461,95","4,23"
"63446592","DHL","Crates","Essen",3000,3390,-5,10,"Transportation","88035","Peters",2,3,0,0,3390,"kg","Non-automated","2019-02-15 00:00:01","2019-02-18 00:00:01"," TU","14509,2","4,28"
"63446596","DHL","Crates","Essen",3000,3135,-5,10,"Transportation","88035","Peters",2,0,0,1,3135,"kg","Non-automated","2019-02-15 00:00:01","2019-02-15 00:00:01"," TU","13417,8","4,28"
"63446491","UPS","Crates","Bonn",786,605,-10,25,"Transportation","7648","Thomas Forster GmbH",1,0,0,1,435,"kg","Non-automated","2019-02-13 00:00:01","2019-02-13 00:00:01"," DE","1551,65","3,57"
"63447091","UPS","Crates","Bonn",1055,830,-10,25,"Transportation","7648","Thomas Forster GmbH",1,0,0,1,595,"kg","Non-automated","2019-02-13 00:00:01","2019-02-13 00:00:01"," DE","2122,37","3,57"
"63447891","UPS","Crates","Bonn",1185,930,-10,25,"Transportation","7648","Thomas Forster GmbH",1,0,0,1,665,"kg","Non-automated","2019-02-13 00:00:01","2019-02-13 00:00:01"," DE","2372,06","3,57"
"63447491","UPS","Crates","Bonn",1100,1020,-5,15,"Transportation","7648","Thomas Forster GmbH",1,0,0,1,1020,"kg","Non-automated","2019-02-13 00:00:01","2019-02-13 00:00:01"," DE","3551,64","3,48"
"63443791","UPS","Crates","Bonn",1700,1660,-5,15,"Transportation","7648","Thomas Forster GmbH",1,0,0,1,1660,"kg","Non-automated","2019-01-23 00:00:01","2019-01-23 00:00:01"," DE","5761,88","3,47"
"63443891","UPS","Crates","Bonn",2400,2310,-5,15,"Transportation","7648","Thomas Forster GmbH",1,0,0,1,2310,"kg","Non-automated","2019-01-23 00:00:01","2019-01-23 00:00:01"," DE","8018,01","3,47"
"63449791","UPS","Crates","Bonn",1700,2090,-5,15,"Transportation","7648","Thomas Forster GmbH",1,6,0,0,1120,"kg","Non-automated","2019-01-23 00:00:01","2019-01-29 00:00:01"," DE","3887,52","3,47"
"63449891","UPS","Crates","Bonn",1400,1450,-5,20,"Transportation","7648","Thomas Forster GmbH",1,21,0,0,1450,"kg","Non-automated","2019-01-23 00:00:01","2019-02-13 00:00:01"," DE","5070,66","3,5"
"63440591","UPS","Crates","Bonn",2800,1780,-5,15,"Transportation","7648","Thomas Forster GmbH",1,12,0,0,1780,"kg","Non-automated","2019-01-23 00:00:01","2019-02-04 00:00:01"," DE","5973,68","3,36"
"63440393","UPS","Pallets","Essen",1561,1560,-5,10,"Transportation","23805","Eckert",2,0,1,1,1560,"kg","Non-automated","2019-01-29 00:00:01","2019-01-29 00:00:01"," AT","6879,6","4,41"
"63440491","UPS","Crates","Bonn",8487,8920,-5,10,"Transportation","67806","Baier Stiftung & Co. KGaA",1,-3,0,1,8920,"kg","Non-automated","2019-02-21 00:00:01","2019-02-18 00:00:01"," CZ","20587,36","2,31"
"63440492","UPS","Crates","Bonn",9111,9038,-5,10,"Transportation","67806","Baier Stiftung & Co. KGaA",1,-3,0,1,9038,"kg","Non-automated","2019-02-21 00:00:01","2019-02-18 00:00:01"," CZ","20859,7","2,31"
"63448591","UPS","Crates","Essen",735,1170,-5,15,"Transportation","20315","Eberhardt GmbH",5,31,0,0,1170,"kg","Non-automated","2019-02-15 00:00:01","2019-03-18 00:00:01"," NO","12777,31","10,92"
"63448691","UPS","Crates","Aachen",2500,2390,-5,15,"Construction","64367","Kunze",1,0,0,1,2390,"kg","Non-automated","2019-02-28 00:00:01","2019-02-28 00:00:01"," CZ","15200,4","6,36"
"63448991","UPS","Crates","Essen",2900,3230,-5,15,"Transportation","07955","Hirsch",1,0,0,1,3230,"kg","Non-automated","2019-02-05 00:00:01","2019-02-05 00:00:01"," DE","14302,44","4,43"
"63448091","DHL","Crates","Essen",400,475,-10,20,"Transportation","88035","Peters",2,0,0,1,475,"kg","Non-automated","2018-12-14 00:00:01","2018-12-14 00:00:01"," TU","2075,75","4,37"
"63448491","FedEx","Crates","Essen",1998,2310,0,10,"Transportation","01995","Eichhorn Siebert GmbH & Co. KG",1,-2,0,1,2310,"kg","Non-automated","2019-02-15 00:00:01","2019-02-13 00:00:01"," CH","18720,24","8,1"
"63442991","UPS","Crates","Essen",4500,4530,0,10,"Transportation","7159","Brand AG",1,0,0,1,4530,"kg","Non-automated","2019-01-22 00:00:01","2019-01-22 00:00:01"," ES","19479,0","4,3"
"63442093","UPS","Crates","Essen",915,1020,0,10,"Transportation","7159","Brand AG",1,10,0,0,1020,"kg","Non-automated","2019-01-22 00:00:01","2019-02-01 00:00:01"," ES","5477,4","5,37"
"63442292","DHL","Crates","Essen",3000,3225,-5,10,"Transportation","88035","Peters",2,3,0,0,3225,"kg","Non-automated","2019-02-15 00:00:01","2019-02-18 00:00:01"," TU","13545,0","4,2"
"63442295","DHL","Crates","Essen",3000,3215,-5,10,"Transportation","88035","Peters",2,4,0,0,3215,"kg","Non-automated","2019-02-15 00:00:01","2019-02-19 00:00:01"," TU","13503,0","4,2"
"63442299","DHL","Crates","Essen",3000,3390,-5,10,"Transportation","88035","Peters",2,4,0,0,3390,"kg","Non-automated","2019-02-15 00:00:01","2019-02-19 00:00:01"," TU","14238,0","4,2"
"63442491","UPS","Crates","Essen",2845,3030,0,70,"Transportation","01615","Götz",1,0,0,1,3030,"kg","Non-automated","2019-01-21 00:00:01","2019-01-21 00:00:01"," DE","14756,1","4,87"
"63442492","UPS","Crates","Essen",2056,2200,0,70,"Transportation","01615","Götz",1,7,0,0,1090,"kg","Non-automated","2019-01-21 00:00:01","2019-01-28 00:00:01"," DE","7608,2","6,98"
"63444691","UPS","Pallets","Essen",209,209,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,209,"kg","Non-automated","2019-02-25 00:00:01","2019-02-25 00:00:01"," NL","1128,6","5,4"
"63444692","UPS","Pallets","Essen",895,895,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,895,"kg","Non-automated","2019-02-25 00:00:01","2019-02-25 00:00:01"," NL","4000,65","4,47"
"63444694","UPS","Pallets","Crefeld",181,181,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,181,"kg","Non-automated","2019-02-25 00:00:01","2019-02-25 00:00:01"," NL","809,07","4,47"
"63444791","UPS","Pallets","Essen",209,209,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,209,"kg","Non-automated","2019-02-11 00:00:01","2019-02-11 00:00:01"," NL","1128,6","5,4"
"63444792","UPS","Pallets","Essen",895,895,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,895,"kg","Non-automated","2019-02-11 00:00:01","2019-02-11 00:00:01"," NL","4000,65","4,47"
"63444794","UPS","Pallets","Crefeld",181,181,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,181,"kg","Non-automated","2019-01-14 00:00:01","2019-01-14 00:00:01"," NL","809,07","4,47"
"63444391","UPS","Pallets","Essen",209,142,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,-3,0,1,142,"kg","Non-automated","2018-12-20 00:00:01","2018-12-17 00:00:01"," NL","766,8","5,4"
"63444394","UPS","Pallets","Crefeld",181,181,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,-3,1,1,181,"kg","Non-automated","2018-12-20 00:00:01","2018-12-17 00:00:01"," NL","809,07","4,47"
"63444395","UPS","Pallets","Essen",181,280,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,-3,0,1,280,"kg","Non-automated","2018-12-20 00:00:01","2018-12-17 00:00:01"," NL","1512,0","5,4"
"63444991","UPS","Pallets","Essen",209,209,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,209,"kg","Non-automated","2019-02-11 00:00:01","2019-02-11 00:00:01"," NL","1128,6","5,4"
"63444992","UPS","Pallets","Essen",895,895,0,0,"Transportation","07626","Wiese Wahl AG & Co. KGaA",2,0,1,1,895,"kg","Non-automated","2019-02-11 00:00:01","2019-02-11 00:00:01"," NL","4000,65","4,47"
